iter	RMSE
0	137.1462211
1	130.2850667
2	122.8288474
3	119.649651
4	115.3304473
5	113.9225355
6	110.3167761
7	105.8333976
8	105.8333974
9	104.4474361
10	100.9147781
11	98.32573526
12	98.07641466
13	97.49989141
14	95.79319088
15	92.63350256
16	91.75108655
17	89.403162
18	87.70552286
19	87.44869887
20	86.50403888
21	84.75074432
22	84.75072963
23	84.750718
24	83.72541262
25	82.42918262
26	81.75734581
27	81.7573391
28	81.75733378
29	81.44822273
30	80.76565839
31	80.24649896
32	79.99091555
33	79.23191991
34	78.98349549
35	78.42896541
36	78.01623519
37	77.6314439
38	77.10833088
39	76.92048014
40	76.7309362
41	76.39674058
42	76.3791332
43	76.35981365
44	76.31129323
45	76.09513887
46	76.09513773
47	75.40135685
48	75.34063368
49	75.30773192
50	75.07855097
51	75.0482732
52	74.85590231
53	74.81927421
54	74.76512478
55	74.43458372
56	74.3923553
57	74.34380146
58	74.30128593
59	74.23970812
60	74.17994646
61	74.1417783
62	74.14177784
63	74.12174848
64	74.10656371
65	74.0659881
66	73.9803494
67	73.9732098
68	73.57883907
69	73.42993074
70	73.32468011
71	73.32467922
72	73.23516748
73	73.08801843
74	72.70333902
75	72.16789039
76	72.07159159
77	72.06268016
78	72.06043453
79	72.05754698
80	72.05523536
81	71.95467053
82	71.93974883
83	71.93334362
84	71.93334163
85	71.9238073
86	71.92185059
87	71.84893623
88	71.58800174
89	71.57464904
90	71.56823092
91	71.51459021
92	71.46123697
93	71.45492578
94	71.26090064
95	71.25708622
96	70.86102032
97	70.85857561
98	70.80057089
99	70.8005697
100	70.73138343
101	70.7313826
102	70.46953544
103	70.46300739
104	70.45464612
105	70.4366365
106	70.43663568
107	70.42551903
108	70.38385298
109	70.37826647
110	70.37826614
111	70.36370238
112	70.35526922
113	70.06611326
114	70.06244325
115	70.0570262
116	70.05702604
117	70.05332777
118	70.04447411
119	69.95472999
120	69.72082239
121	69.61546609
122	69.29405525
123	69.09397989
124	69.09275849
125	68.68511512
126	68.67665657
127	68.6316404
128	68.47915792
129	68.46996873
130	68.37269283
131	68.2036111
132	68.20148424
133	68.19913339
134	68.17717404
135	68.16900447
136	68.16405293
137	68.08378574
138	67.98147144
139	67.81744849
140	67.81448862
141	67.62961283
142	67.47099119
143	67.47032612
144	67.44210433
145	67.44165905
146	67.44165846
147	67.33727155
148	67.16609046
149	67.16343092
150	67.05781972
151	67.05258532
152	67.04813515
153	66.8659239
154	66.85049961
155	66.85001188
156	66.8242158
157	66.82421535
158	66.79865702
159	66.77993101
160	66.69161409
161	66.67262968
162	66.67088106
163	66.66982576
164	66.66280776
165	66.65894216
166	66.55749974
167	66.46703789
168	66.46487358
169	66.45792224
170	66.44882546
171	66.43689419
172	66.42521699
173	66.38003531
174	66.29839397
175	66.29830311
176	66.15702262
177	66.10632256
178	66.10600225
179	66.10600216
180	66.10600209
181	66.10574104
182	66.05923479
183	66.05610451
184	66.05593904
185	66.0066327
186	65.81975523
187	65.79985276
188	65.67769021
189	65.67540541
190	65.67540532
191	65.67540524
192	65.48744594
193	65.45184762
194	65.4495594
195	65.34536307
196	65.33747649
197	65.33293573
198	65.3325849
199	65.30764924
200	65.22218363
201	65.22218328
202	65.06929632
203	65.06179162
204	64.86466942
205	64.74088825
206	64.73476844
207	64.70060638
208	64.54220202
209	64.53392626
210	64.53392602
211	64.48909572
212	64.4747254
213	64.45942801
214	64.26555642
215	64.26555632
216	64.18211007
217	64.18207556
218	64.09699076
219	64.09560061
220	64.08109833
221	64.08057672
222	64.07846332
223	63.91707973
224	63.91486312
