iter	RMSE
0	16.54239997
1	15.7618255
2	15.00298192
3	15.00298088
4	14.39547788
5	14.39547663
6	14.39547575
7	13.94523752
8	13.94523703
9	13.65560643
10	13.19424754
11	13.19424753
12	12.98380304
13	12.8261734
14	12.64778008
15	12.47096963
16	12.36255024
17	12.31439336
18	12.28306994
19	12.28306994
20	12.28306994
21	12.27276224
22	12.2176674
23	12.1868661
24	12.1868661
25	12.1868661
26	12.18355629
27	12.18355629
28	12.16092836
29	12.09263906
30	12.04166558
31	11.96119503
32	11.93913161
33	11.9391316
34	11.9370879
35	11.93509968
36	11.93487593
37	11.88862414
38	11.85365141
39	11.8536514
40	11.8533242
41	11.80376225
42	11.80280708
43	11.78884058
44	11.78884057
45	11.75138616
46	11.75093002
47	11.72172668
48	11.71592205
49	11.71592205
50	11.70786336
51	11.69712586
52	11.68066447
53	11.67931745
54	11.67931745
55	11.67931745
56	11.66656561
57	11.6665656
58	11.65728104
59	11.65728103
60	11.65728103
61	11.6490647
62	11.64681861
63	11.64664248
64	11.64514164
65	11.61502621
66	11.61170343
67	11.59986842
68	11.59986841
69	11.57920597
70	11.55167164
71	11.55167108
72	11.55167068
73	11.55048081
74	11.54624977
75	11.54546761
76	11.54546751
77	11.5445846
78	11.54458455
79	11.54458452
80	11.5445845
81	11.54046877
82	11.53685108
83	11.52354741
84	11.52103151
85	11.52086707
86	11.51963802
87	11.51811051
88	11.51337257
89	11.51133823
90	11.51090555
91	11.51090555
92	11.50717465
93	11.50717463
94	11.49070183
95	11.49070183
96	11.48711362
97	11.48567391
98	11.48567388
99	11.48567386
100	11.48544623
101	11.48543757
102	11.48518289
103	11.48518289
104	11.48518288
105	11.48499726
106	11.48499726
107	11.46825417
108	11.46061119
109	11.45872511
110	11.4584469
111	11.45842127
112	11.45812818
113	11.43050584
114	11.43050532
115	11.42149659
116	11.4032366
117	11.40300204
118	11.40300197
119	11.40300192
120	11.3984042
121	11.39840418
122	11.39696513
123	11.3969148
124	11.39691479
125	11.39691478
126	11.39520637
127	11.39520637
128	11.39231009
129	11.38645021
130	11.38269584
131	11.38253259
132	11.3813
133	11.38129928
134	11.38129927
135	11.38077955
136	11.38030594
137	11.38003029
138	11.37808938
139	11.37620374
140	11.37620373
141	11.37307679
142	11.3727597
143	11.3727597
144	11.3724231
145	11.37042969
146	11.37042969
147	11.37042969
148	11.37042969
149	11.36947352
150	11.36650392
151	11.3656875
152	11.36543638
153	11.36540931
154	11.36540931
155	11.35779472
156	11.34972636
157	11.34959614
158	11.34935302
159	11.34672931
160	11.34672931
161	11.34672931
162	11.34499446
163	11.34178669
164	11.34153968
165	11.33392661
166	11.33037113
167	11.33037112
168	11.33022363
169	11.32923741
170	11.3292374
171	11.32796093
172	11.31834947
173	11.30802777
174	11.30802776
175	11.30802776
176	11.30316159
177	11.30316159
178	11.30293865
179	11.29708124
180	11.29336062
181	11.29336061
182	11.29275722
183	11.29275722
184	11.29275722
185	11.29238904
186	11.2922988
187	11.2922988
188	11.28789969
189	11.2863727
190	11.28637263
191	11.28453449
192	11.28360807
193	11.28106237
194	11.28106232
195	11.28103681
196	11.28103678
197	11.28103677
198	11.28103179
199	11.28064232
200	11.2734157
201	11.27341565
202	11.27341561
203	11.27341559
204	11.27341557
205	11.27322964
206	11.27304446
207	11.27304445
208	11.27243691
209	11.27225577
210	11.27220034
211	11.27220033
212	11.27182198
213	11.26948699
214	11.26930553
215	11.25517352
216	11.25517329
217	11.25517313
218	11.25405377
219	11.25333555
220	11.24748666
221	11.24747611
222	11.23943312
223	11.23943019
224	11.23943014
225	11.23903063
226	11.23746034
227	11.23746032
228	11.23744921
229	11.22795671
230	11.22785894
231	11.22390898
232	11.22390897
233	11.22375302
234	11.22375253
235	11.22375252
236	11.22375252
237	11.22370231
238	11.22370231
239	11.21873741
240	11.21828229
241	11.21751063
242	11.21750308
243	11.21722731
244	11.21719158
245	11.21712305
246	11.21702224
247	11.21702224
248	11.21627443
249	11.21627443
250	11.21627443
251	11.21627443
252	11.21627443
253	11.21223597
254	11.21223597
255	11.21144624
256	11.21040566
257	11.21040566
258	11.21021821
259	11.20997261
260	11.20997261
261	11.20921825
262	11.20878712
263	11.20618215
264	11.20618215
265	11.20617572
266	11.20384329
267	11.20384329
268	11.20294542
269	11.20239844
270	11.20230188
271	11.19239428
272	11.18784169
273	11.18538029
274	11.18538029
275	11.18538029
276	11.18538029
277	11.18536954
278	11.17939429
279	11.17840454
280	11.17764756
281	11.17739801
282	11.17739799
283	11.17718131
284	11.1771813
285	11.17682247
286	11.17671656
287	11.17418325
288	11.17418322
289	11.17015768
290	11.16917018
291	11.16896272
292	11.16883226
293	11.16660293
294	11.16660285
295	11.16629374
296	11.16629371
297	11.16539485
298	11.15634475
299	11.15600081
300	11.15600076
301	11.155815
302	11.15581498
303	11.15581496
304	11.1556319
305	11.15563189
306	11.1508014
307	11.15075762
308	11.14426266
309	11.14425293
310	11.14425293
311	11.14403135
312	11.14374654
313	11.14262479
314	11.14262478
315	11.1421559
316	11.1421559
317	11.14207927
318	11.14207927
319	11.13995571
320	11.1393508
321	11.13935078
322	11.1383011
323	11.13424536
324	11.12879762
325	11.12879757
326	11.12850628
327	11.11645182
328	11.11645182
329	11.11645182
330	11.11645182
331	11.11583971
332	11.10971873
333	11.10939439
334	11.10926831
335	11.10919822
336	11.10504886
337	11.10274631
338	11.10260377
339	11.10255053
340	11.10228076
341	11.10222743
342	11.10175294
343	11.0902715
344	11.09009971
