iter	Passed	Remaining
670	4589	4301
671	4595	4294
672	4601	4287
673	4607	4279
674	4613	4272
675	4619	4264
676	4625	4256
677	4632	4249
678	4638	4241
679	4644	4234
680	4650	4227
681	4656	4219
682	4662	4212
683	4668	4204
684	4674	4197
685	4681	4189
686	4687	4182
687	4693	4174
688	4699	4167
689	4706	4160
690	4712	4152
691	4717	4145
692	4724	4138
693	4730	4130
694	4737	4123
695	4743	4116
696	4750	4109
697	4756	4102
698	4762	4095
699	4768	4087
700	4775	4080
701	4781	4072
702	4787	4065
703	4793	4058
704	4800	4051
705	4807	4044
706	4813	4037
707	4820	4030
708	4826	4023
709	4833	4016
710	4839	4009
711	4846	4002
712	4852	3994
713	4858	3987
714	4864	3979
715	4870	3972
716	4877	3965
717	4883	3958
718	4889	3951
719	4896	3944
720	4902	3937
721	4909	3930
722	4915	3923
723	4922	3916
724	4929	3909
725	4935	3902
726	4942	3895
727	4949	3888
728	4955	3881
729	4962	3874
730	4968	3867
731	4974	3860
732	4980	3852
733	4986	3845
734	4993	3838
735	5000	3831
736	5006	3824
737	5013	3817
738	5019	3810
739	5025	3802
740	5031	3795
741	5037	3788
742	5043	3780
743	5049	3773
744	5055	3766
745	5061	3759
746	5068	3751
747	5074	3744
748	5080	3737
749	5087	3730
750	5093	3723
751	5100	3716
752	5106	3709
753	5113	3702
754	5119	3695
755	5126	3688
756	5132	3681
757	5139	3674
758	5145	3667
759	5151	3660
760	5158	3653
761	5165	3647
762	5172	3640
763	5179	3633
764	5185	3626
765	5191	3619
766	5198	3612
767	5204	3605
768	5211	3598
769	5217	3591
770	5223	3583
771	5229	3576
772	5235	3569
773	5241	3562
774	5248	3555
775	5254	3548
776	5261	3541
777	5267	3534
778	5274	3527
779	5280	3520
780	5286	3512
781	5292	3505
782	5298	3498
783	5305	3492
784	5312	3485
785	5319	3478
786	5325	3471
787	5331	3464
788	5338	3457
789	5344	3450
790	5351	3443
791	5357	3436
792	5364	3429
793	5371	3422
794	5377	3415
795	5383	3408
796	5389	3401
797	5396	3394
798	5403	3387
799	5409	3381
800	5415	3373
801	5421	3366
802	5428	3359
803	5434	3352
804	5440	3345
805	5446	3338
806	5453	3331
807	5460	3324
808	5467	3318
809	5473	3311
810	5479	3303
811	5485	3296
812	5491	3289
813	5497	3282
814	5503	3275
815	5510	3268
816	5516	3261
817	5522	3254
818	5528	3247
819	5534	3239
820	5540	3232
821	5547	3225
822	5553	3218
823	5559	3211
824	5566	3204
825	5572	3197
826	5578	3190
827	5584	3183
828	5591	3176
829	5597	3169
830	5603	3162
831	5610	3155
832	5617	3149
833	5623	3142
834	5630	3135
835	5636	3128
836	5642	3121
837	5648	3114
838	5655	3107
839	5661	3100
840	5667	3093
841	5674	3086
842	5680	3079
843	5686	3072
844	5694	3066
845	5702	3060
846	5709	3053
847	5715	3046
848	5722	3039
849	5728	3032
850	5734	3025
851	5740	3018
852	5747	3011
853	5753	3004
854	5759	2997
855	5765	2990
856	5772	2984
857	5779	2977
858	5785	2970
859	5791	2963
860	5799	2957
861	5805	2949
862	5812	2943
863	5818	2936
864	5824	2929
865	5830	2922
866	5836	2915
867	5842	2907
868	5848	2900
869	5854	2893
870	5860	2886
871	5867	2879
872	5873	2872
873	5879	2865
874	5885	2858
875	5891	2851
876	5898	2844
877	5904	2837
878	5911	2831
879	5917	2824
880	5923	2817
881	5930	2810
882	5936	2803
883	5943	2796
884	5949	2789
885	5955	2782
886	5961	2775
887	5967	2768
888	5974	2762
889	5981	2755
890	5987	2748
891	5993	2741
892	6000	2734
893	6006	2727
894	6013	2721
895	6019	2714
896	6025	2707
897	6032	2700
898	6038	2693
899	6044	2686
900	6050	2679
901	6057	2672
902	6063	2665
903	6069	2658
904	6076	2651
905	6082	2645
906	6088	2638
907	6094	2631
908	6101	2624
909	6107	2617
910	6113	2610
911	6120	2604
912	6127	2597
913	6133	2590
914	6139	2583
915	6145	2576
916	6151	2569
917	6158	2562
918	6165	2555
919	6171	2549
920	6178	2542
921	6184	2535
922	6190	2528
923	6196	2521
924	6203	2514
925	6208	2507
926	6215	2500
927	6221	2494
928	6228	2487
929	6234	2480
930	6240	2473
931	6246	2466
932	6252	2459
933	6258	2452
934	6265	2445
935	6271	2438
936	6277	2431
937	6283	2425
938	6290	2418
939	6296	2411
940	6302	2404
941	6308	2397
942	6314	2390
943	6321	2383
944	6327	2376
945	6334	2370
946	6340	2363
947	6346	2356
948	6352	2349
949	6358	2342
950	6364	2335
951	6371	2328
952	6377	2322
953	6384	2315
954	6391	2309
955	6397	2302
956	6404	2295
957	6410	2288
958	6417	2281
959	6423	2274
960	6429	2268
961	6435	2261
962	6441	2254
963	6447	2247
964	6453	2240
965	6459	2233
966	6465	2226
967	6471	2219
968	6477	2212
969	6484	2206
970	6490	2199
971	6496	2192
972	6503	2185
973	6509	2178
974	6516	2172
975	6522	2165
976	6528	2158
977	6535	2151
978	6541	2144
979	6547	2137
980	6553	2130
981	6559	2124
982	6565	2117
983	6571	2110
984	6577	2103
985	6584	2096
986	6590	2090
987	6596	2083
988	6603	2076
989	6610	2069
990	6616	2063
991	6622	2056
992	6628	2049
993	6635	2042
994	6641	2035
995	6647	2028
996	6653	2022
997	6659	2015
998	6665	2008
999	6671	2001
1000	6677	1994
1001	6683	1987
1002	6690	1981
1003	6696	1974
1004	6702	1967
1005	6708	1960
1006	6714	1953
1007	6721	1946
1008	6727	1940
1009	6733	1933
1010	6739	1926
1011	6745	1919
1012	6751	1912
1013	6757	1906
1014	6764	1899
1015	6770	1892
1016	6777	1886
1017	6784	1879
1018	6790	1872
1019	6797	1865
1020	6804	1859
1021	6811	1852
1022	6818	1846
1023	6824	1839
1024	6831	1832
1025	6837	1826
1026	6843	1819
1027	6849	1812
1028	6856	1805
1029	6862	1798
1030	6868	1792
1031	6875	1785
1032	6881	1778
1033	6887	1771
1034	6894	1765
1035	6901	1758
1036	6907	1751
1037	6913	1744
1038	6919	1738
1039	6925	1731
1040	6931	1724
1041	6938	1717
1042	6944	1711
1043	6950	1704
1044	6956	1697
1045	6962	1690
1046	6968	1683
1047	6974	1677
1048	6981	1670
1049	6987	1663
1050	6994	1657
1051	7000	1650
1052	7007	1643
1053	7013	1637
1054	7020	1630
1055	7027	1623
1056	7033	1616
1057	7039	1610
1058	7045	1603
1059	7051	1596
1060	7058	1589
1061	7064	1583
1062	7070	1576
1063	7076	1569
1064	7083	1562
1065	7089	1556
1066	7096	1549
1067	7102	1542
1068	7108	1536
1069	7114	1529
1070	7121	1522
1071	7127	1515
1072	7133	1509
1073	7140	1502
1074	7146	1495
1075	7153	1489
1076	7159	1482
1077	7166	1475
1078	7172	1469
1079	7179	1462
1080	7185	1455
1081	7191	1448
1082	7197	1442
1083	7204	1435
1084	7210	1428
1085	7217	1422
1086	7224	1415
1087	7231	1409
1088	7238	1402
1089	7245	1395
1090	7252	1389
1091	7257	1382
1092	7264	1375
1093	7270	1368
1094	7276	1362
1095	7282	1355
1096	7288	1348
1097	7295	1342
1098	7301	1335
1099	7307	1328
1100	7314	1321
1101	7320	1315
1102	7326	1308
1103	7333	1301
1104	7339	1295
1105	7346	1288
1106	7352	1281
1107	7358	1275
1108	7364	1268
1109	7370	1261
1110	7377	1254
1111	7383	1248
1112	7389	1241
1113	7396	1234
1114	7402	1228
1115	7409	1221
1116	7415	1214
1117	7422	1208
1118	7429	1201
1119	7436	1195
1120	7442	1188
1121	7448	1181
1122	7454	1175
1123	7461	1168
1124	7467	1161
1125	7473	1154
1126	7479	1148
1127	7485	1141
1128	7491	1134
1129	7498	1128
1130	7504	1121
1131	7510	1114
1132	7516	1107
1133	7524	1101
1134	7530	1094
1135	7536	1087
1136	7542	1081
1137	7549	1074
1138	7555	1067
1139	7561	1061
1140	7567	1054
1141	7573	1047
1142	7578	1041
1143	7585	1034
1144	7591	1027
1145	7597	1020
1146	7604	1014
1147	7610	1007
1148	7618	1001
1149	7624	994
1150	7631	987
1151	7637	981
1152	7644	974
1153	7651	967
1154	7657	961
1155	7663	954
1156	7669	947
1157	7675	941
1158	7681	934
1159	7688	927
1160	7694	921
1161	7700	914
1162	7706	907
1163	7709	900
1164	7715	894
1165	7721	887
1166	7727	880
1167	7733	874
1168	7739	867
1169	7745	860
1170	7751	853
1171	7757	847
1172	7764	840
1173	7770	833
1174	7776	827
1175	7782	820
1176	7788	813
1177	7794	807
1178	7800	800
1179	7807	793
1180	7813	787
1181	7819	780
1182	7826	774
1183	7832	767
1184	7839	760
1185	7845	754
1186	7852	747
1187	7858	740
1188	7865	734
1189	7871	727
1190	7877	720
1191	7883	714
1192	7890	707
1193	7896	700
1194	7902	694
1195	7908	687
1196	7914	681
1197	7921	674
1198	7927	667
1199	7933	661
1200	7939	654
1201	7945	647
1202	7951	641
1203	7958	634
1204	7964	627
1205	7970	621
1206	7976	614
1207	7982	607
1208	7988	601
1209	7995	594
1210	8001	588
1211	8007	581
1212	8013	574
1213	8019	568
1214	8025	561
1215	8031	554
1216	8038	548
1217	8044	541
1218	8050	534
1219	8057	528
1220	8064	521
1221	8071	515
1222	8077	508
1223	8083	501
1224	8089	495
1225	8095	488
1226	8101	482
1227	8107	475
1228	8113	468
1229	8119	462
1230	8125	455
1231	8132	448
1232	8138	442
1233	8144	435
1234	8151	429
1235	8157	422
1236	8163	415
1237	8169	409
1238	8175	402
1239	8181	395
1240	8187	389
1241	8193	382
1242	8199	375
1243	8205	369
1244	8211	362
1245	8217	356
1246	8224	349
1247	8230	342
1248	8237	336
1249	8243	329
1250	8249	323
1251	8256	316
1252	8262	309
1253	8269	303
1254	8276	296
1255	8282	290
1256	8289	283
1257	8295	276
1258	8302	270
1259	8308	263
1260	8314	257
1261	8320	250
1262	8326	243
1263	8333	237
1264	8339	230
1265	8345	224
1266	8351	217
1267	8358	210
1268	8364	204
1269	8370	197
1270	8376	191
1271	8382	184
1272	8388	177
1273	8394	171
1274	8401	164
1275	8407	158
1276	8412	151
1277	8418	144
1278	8425	138
1279	8431	131
1280	8437	125
1281	8443	118
1282	8449	111
1283	8455	105
1284	8462	98
1285	8468	92
1286	8475	85
1287	8481	79
1288	8487	72
1289	8493	65
1290	8499	59
1291	8506	52
1292	8512	46
1293	8518	39
1294	8525	32
1295	8531	26
1296	8537	19
1297	8543	13
1298	8549	6
1299	8555	0
