iter	Logloss
0	0.6710443247
1	0.6578158523
2	0.6445246686
3	0.628741227
4	0.617203483
5	0.6052039014
6	0.5958297905
7	0.585929753
8	0.5769738456
9	0.5675542727
10	0.5590094753
11	0.5492777373
12	0.5436274924
13	0.5323788124
14	0.5297033305
15	0.5250381254
16	0.5189235596
17	0.5130280709
18	0.5074295114
19	0.5043873048
20	0.4989824036
21	0.4958476531
22	0.4920430756
23	0.4914137741
24	0.4873820942
25	0.4854677655
26	0.4822330556
27	0.4804402385
28	0.4777665349
29	0.4763584664
30	0.4747302686
31	0.4724836463
32	0.4709518114
33	0.4689540117
34	0.4674925866
35	0.4662589865
36	0.4635799582
37	0.461500042
38	0.4605516961
39	0.4593556178
40	0.4580276863
41	0.4567351092
42	0.4539848796
43	0.4503394798
44	0.4491845642
45	0.4475088883
46	0.4462522354
47	0.445147747
48	0.4437651646
49	0.4433822611
50	0.4424796122
51	0.4417887275
52	0.4412530476
53	0.4403519283
54	0.4394328432
55	0.4386309481
56	0.4374354356
57	0.4369425483
58	0.4367238549
59	0.4355588931
60	0.4347878858
61	0.4344479259
62	0.4334884194
63	0.4318691111
64	0.4312437699
65	0.431080753
66	0.4300462832
67	0.4296634889
68	0.4294645392
69	0.4287668528
70	0.428173358
71	0.4274993649
72	0.4264771253
73	0.4258417498
74	0.4246419981
75	0.4239599268
76	0.4215828331
77	0.4206997799
78	0.419989575
79	0.4191900721
80	0.4191603238
81	0.4184106971
82	0.4178196066
83	0.4172267865
84	0.4169445648
85	0.4165149826
86	0.4159319161
87	0.4153449941
88	0.4149178067
89	0.4144382817
90	0.4139293128
91	0.4133091283
92	0.4129856545
93	0.4125166378
94	0.4114260648
95	0.41133912
96	0.4104422344
97	0.4097990701
98	0.4094463641
99	0.4089253902
100	0.4084436708
101	0.4084042869
102	0.4079156622
103	0.4077968996
104	0.4069528438
105	0.4067353812
106	0.4063985249
107	0.4060692719
108	0.4057873196
109	0.4056022273
110	0.4050597973
111	0.4046353475
112	0.404372902
113	0.4040485272
114	0.4038063277
115	0.4033759479
116	0.4030990414
117	0.4025314802
118	0.4022112046
119	0.4019778364
120	0.401558331
121	0.4012618106
122	0.4011548351
123	0.4008545053
124	0.4003636005
125	0.4001936949
126	0.3994622068
127	0.3992051947
128	0.3991191291
129	0.3989207041
130	0.3986487688
131	0.3980355099
132	0.3975276583
133	0.3967917843
134	0.3963756089
135	0.3960164718
136	0.3957637646
137	0.3954822163
138	0.3953215343
139	0.3948006911
140	0.3945696711
141	0.3942736661
142	0.394046934
143	0.3937877287
144	0.3934452242
145	0.3932757013
146	0.3929128055
147	0.3926383
148	0.3922595635
149	0.3918791823
150	0.3914540171
151	0.391087404
152	0.3906866056
153	0.3901268098
154	0.3894998181
155	0.3893239162
156	0.3892257599
157	0.3883270842
158	0.3873603462
159	0.3871951953
160	0.3869742339
161	0.3858403023
162	0.3852404307
163	0.3843933737
164	0.3838284902
165	0.3834538671
166	0.383276182
167	0.3829258927
168	0.3823303788
169	0.3820624851
170	0.3813794169
171	0.380093642
172	0.3793737639
173	0.3790399019
174	0.3788354323
175	0.3776476542
176	0.3770261223
177	0.3760907036
178	0.3749657531
179	0.3740676212
180	0.3727917266
181	0.3724391265
182	0.3721937708
183	0.3718657502
184	0.371612191
185	0.3712950603
186	0.3706216964
187	0.3698053795
188	0.3686989727
189	0.367867948
190	0.3667692269
191	0.3659298943
192	0.3656844581
193	0.3648208571
194	0.3639968746
195	0.3632856343
196	0.3628801922
197	0.3626464471
198	0.3618431843
199	0.3616246192
200	0.361411071
201	0.3612125819
202	0.3603720176
203	0.3594376791
204	0.3590831188
205	0.3584748519
206	0.3577213083
207	0.3574701966
208	0.3567582707
209	0.3560174137
210	0.3558608979
211	0.3556760889
212	0.3555015047
213	0.355381097
214	0.3546147625
215	0.3544792287
216	0.3539949323
217	0.3537453736
218	0.3530221615
219	0.3527176736
220	0.3526000815
221	0.3524203643
222	0.352292909
223	0.3515639966
224	0.3513765525
225	0.3511630428
226	0.3509282036
227	0.3502373746
228	0.3499542066
229	0.3492692778
230	0.3491073414
231	0.3489962416
232	0.3483346482
233	0.3479984639
234	0.3474650725
235	0.3472446048
236	0.3466982562
237	0.3466005711
238	0.3458046765
239	0.3453326206
240	0.3451958168
241	0.3447045212
242	0.3445675927
243	0.3444698993
244	0.343749402
245	0.3432275887
246	0.3429798048
247	0.3428970962
248	0.3427633917
249	0.3422259877
250	0.3420062806
251	0.3418514528
252	0.3413959329
253	0.3409549873
254	0.3408191156
255	0.3407132182
256	0.3402257369
257	0.340176876
258	0.3401391509
259	0.3400601909
260	0.3399319472
261	0.3393005995
262	0.3392274883
263	0.3387261348
264	0.3381937699
265	0.3378205868
266	0.3377943671
267	0.3373682054
268	0.3372072109
269	0.3368216779
270	0.3366566055
271	0.3360421032
272	0.3356739324
273	0.3356502087
274	0.3352303218
275	0.33476904
276	0.3343777817
277	0.3342560052
278	0.3341885598
279	0.33407446
280	0.3333937659
281	0.3329104145
282	0.3325622893
283	0.3320526428
284	0.3319691285
285	0.331640211
286	0.3315889784
287	0.3313150247
288	0.3308927392
289	0.3303448918
290	0.3299563128
291	0.3294435288
292	0.3290672906
293	0.3287353339
294	0.3286748501
295	0.3282749281
296	0.3278027992
297	0.3276542014
298	0.3271118447
299	0.3266303597
300	0.3265560361
301	0.3265124579
302	0.3261113013
303	0.325681293
304	0.325151872
305	0.3246214296
306	0.3245595545
307	0.3241418204
308	0.3236243699
309	0.3235983078
310	0.3234933567
311	0.3233870622
312	0.3233393642
313	0.323000499
314	0.32252089
315	0.3221343541
316	0.3217248966
317	0.321438451
318	0.32092135
319	0.3206411477
320	0.3204357497
321	0.3201699338
322	0.3201493562
323	0.320071749
324	0.3200100645
325	0.3197735933
326	0.3197143709
327	0.3194119681
328	0.3192554902
329	0.3191585877
330	0.3191206754
331	0.3187506151
332	0.3184087612
333	0.3182274072
334	0.3181295246
335	0.3180564388
336	0.3179447615
337	0.3175809418
338	0.317374953
339	0.3172194208
340	0.3169088094
341	0.3167287163
342	0.3163402848
343	0.3159949474
344	0.3158561648
345	0.3156975247
346	0.3156322446
347	0.3155889371
348	0.3152581114
349	0.3148088492
350	0.3146614731
351	0.3143237262
352	0.3139922101
353	0.3138064914
354	0.3137708211
355	0.3136518139
356	0.313292279
357	0.3131048031
358	0.3128615043
359	0.3124840767
360	0.3123305477
361	0.3121733602
362	0.3121475942
363	0.3121267303
364	0.3115007669
365	0.3114905876
366	0.3113924432
367	0.3113682254
368	0.3113077505
369	0.3111997275
370	0.311128741
371	0.3108403858
372	0.3107986295
373	0.3107944155
374	0.3104894975
375	0.3103372986
376	0.3102119648
377	0.3101129451
378	0.3097686803
379	0.309688091
380	0.3095415734
381	0.3093614484
382	0.3089453852
383	0.3088589885
384	0.308538802
385	0.3082027258
386	0.3081098197
387	0.307890631
388	0.3077965304
389	0.3077526239
390	0.307358299
391	0.3069952448
392	0.3065883343
393	0.3064775248
394	0.3062439498
395	0.306199489
396	0.3058762262
397	0.305580198
