iter	Logloss
152	0.2186547712
153	0.2185920661
154	0.2183891931
155	0.2183665962
156	0.2183618604
157	0.2172242023
158	0.2171671746
159	0.2170685918
160	0.2170613258
161	0.2168813245
162	0.2167596262
163	0.2161405602
164	0.2160434453
165	0.2159803186
166	0.2159394765
167	0.2158817549
168	0.215794916
169	0.2157409167
170	0.2156643901
171	0.2156316236
172	0.2155985386
173	0.2155905243
174	0.2155126251
175	0.2153918236
176	0.2152787338
177	0.2152560211
178	0.2151658152
179	0.2150178979
180	0.2148877529
181	0.2148550233
182	0.2148370868
183	0.2147442881
184	0.2144106292
185	0.2144004907
186	0.2143966754
187	0.2143701234
188	0.2142228785
189	0.2142228182
190	0.2142117721
191	0.213338926
192	0.213325934
193	0.213282643
194	0.2131805059
195	0.213175363
196	0.2130440211
197	0.2129528435
198	0.2128964508
199	0.2128762585
200	0.2128120963
201	0.2127762579
202	0.2119581323
203	0.2118839854
204	0.2118522217
205	0.2109606133
206	0.2109541739
207	0.2108883065
208	0.210835676
209	0.2105608494
210	0.2104571656
211	0.2104141591
212	0.2102901782
213	0.2102862544
214	0.2102497307
215	0.2101816078
216	0.2100346766
217	0.2099985583
218	0.2097782631
219	0.2096926645
220	0.2096453643
221	0.2095932338
222	0.209419923
223	0.2093905016
224	0.2092703479
225	0.2092192781
226	0.2091332325
227	0.2090300877
228	0.2089213398
229	0.2088855744
230	0.2088167486
231	0.2087814923
232	0.208742585
233	0.2087401853
234	0.20873538
235	0.2084336679
236	0.2084196696
237	0.2083257284
238	0.2082796239
239	0.2081874576
240	0.2081697063
241	0.2073304565
242	0.2072894068
243	0.2072365294
244	0.2072189319
245	0.2071956554
246	0.2066180538
247	0.2066089652
248	0.2056116854
249	0.2055359594
250	0.205461918
251	0.2054126952
252	0.2053585054
253	0.2053097415
254	0.2050259884
255	0.2049718072
256	0.2049158321
257	0.2048568915
258	0.2048117551
259	0.204173995
260	0.204168366
261	0.2035034828
262	0.202848023
263	0.2026569083
264	0.2020651033
265	0.2020567138
266	0.2016241426
267	0.2014412206
268	0.2013850624
269	0.2012801007
270	0.2011912784
271	0.200925165
272	0.2007627669
273	0.2004237692
274	0.2003492739
275	0.2001978338
276	0.1998110482
277	0.1997293708
278	0.1996525511
279	0.1995048855
280	0.1994321377
281	0.1994248566
282	0.1993635202
283	0.1990429738
284	0.1985840039
285	0.1980797537
286	0.1978574813
287	0.1978405045
288	0.1972881155
289	0.197227301
290	0.1967579791
291	0.1964123356
292	0.1961027491
293	0.195875406
294	0.1955208107
295	0.195105387
296	0.1948426027
297	0.1944468485
298	0.1943688978
299	0.194298506
300	0.1940766978
301	0.1938937282
302	0.1936065679
303	0.1931470257
304	0.1929549728
305	0.1926430096
306	0.1920010876
307	0.191796386
308	0.1913190953
309	0.1908121558
310	0.1906884598
311	0.1904177321
312	0.1901199192
313	0.1896208209
314	0.1893259242
315	0.1890192478
316	0.1888121327
317	0.1881825471
318	0.1879440349
319	0.187620338
320	0.1873686611
321	0.1871611427
322	0.1870029326
323	0.1865243323
324	0.1860615512
325	0.1859727947
326	0.1857950277
327	0.1854127112
328	0.1852336138
329	0.1849994871
330	0.1846077786
331	0.1842469442
332	0.1840321404
333	0.1837183105
334	0.1835607592
335	0.1832750638
336	0.1827973501
337	0.1823581603
338	0.1821615163
339	0.1819603095
340	0.1817851674
341	0.1815315389
342	0.181312657
343	0.1811135608
344	0.1810128273
345	0.1808979408
346	0.1808213789
347	0.1805828382
348	0.1802883071
349	0.1801922882
350	0.1801121254
351	0.1799623999
352	0.1796489964
353	0.1794322347
354	0.1793229155
355	0.1791754969
356	0.1789490146
357	0.1787709208
358	0.1786716683
359	0.1785684148
360	0.1785165857
361	0.1783933111
362	0.1783008255
363	0.1782283769
364	0.1779307437
365	0.1778464844
366	0.1775206483
367	0.1773487335
368	0.1772825123
369	0.1771718774
370	0.1768896029
371	0.1767473246
372	0.176687717
373	0.1766209008
374	0.1763985632
375	0.1763158048
376	0.1760940868
377	0.1760606081
378	0.1758696121
379	0.1757636849
380	0.1756493807
381	0.1755514732
382	0.1754922777
383	0.175421311
384	0.175157908
385	0.1750555517
386	0.1750111854
387	0.1749281841
388	0.1748647684
389	0.1746217528
390	0.1745510477
391	0.1744528944
392	0.1743832296
393	0.1741658361
394	0.1739695756
395	0.1738554444
396	0.1738192826
397	0.1737600289
398	0.1737151994
399	0.1735178834
400	0.1733131902
401	0.1732501536
402	0.1731927485
403	0.1731535026
404	0.1730274138
405	0.1728240918
406	0.1727913769
407	0.172749231
408	0.1727085782
409	0.1726133553
410	0.1724997573
411	0.1722875707
412	0.1721744376
413	0.172150247
414	0.1721267243
415	0.1719596655
416	0.1718125646
417	0.1717054449
418	0.171634975
419	0.17161301
420	0.1715904267
421	0.171396216
422	0.1713741007
423	0.1713456343
424	0.1712629529
425	0.171210689
426	0.1711867026
427	0.1711128291
428	0.1708921916
429	0.1707948223
430	0.1707020493
431	0.1706516629
432	0.1705861482
433	0.1704915845
434	0.1704730319
435	0.1704186335
436	0.170366589
437	0.1702106657
438	0.1701228845
439	0.1700648512
440	0.1699057071
441	0.1698475642
442	0.1698065423
443	0.1696903285
444	0.1696711355
445	0.1696131579
446	0.169560773
447	0.1694405483
448	0.1693510071
449	0.169234844
450	0.1691515561
451	0.1690967016
452	0.1690797618
453	0.1690251106
454	0.1689712982
455	0.1689073227
456	0.168862455
457	0.1688164556
458	0.1687659273
459	0.1686813145
460	0.1685980667
461	0.1685445516
462	0.168495357
463	0.1684170106
464	0.1683787511
465	0.1683009078
466	0.1682522229
467	0.168192125
468	0.16813889
469	0.168092685
470	0.1680590388
471	0.1680149828
472	0.1678898683
473	0.167793173
474	0.1677381237
475	0.1676877548
476	0.1676611186
477	0.1676112701
478	0.1674720926
479	0.1673593119
480	0.1673082289
481	0.1672750625
482	0.1671777232
483	0.1671518255
484	0.1671384601
485	0.1671039244
486	0.1670171786
487	0.166937011
488	0.1668861765
489	0.1667111642
490	0.1666414252
491	0.1665936745
492	0.1665554098
493	0.1664944262
494	0.1664388282
495	0.1663112079
496	0.1662475956
497	0.1661288094
498	0.1660693793
499	0.1659057129
500	0.1658408262
501	0.1657994321
502	0.1657633208
503	0.165708062
504	0.1656007916
505	0.1655021858
506	0.1654515608
507	0.1654100996
508	0.165382098
509	0.1653553154
510	0.1653012379
511	0.1652652399
512	0.1652310331
513	0.1652064554
514	0.1651744754
515	0.1650176509
516	0.1649958406
517	0.1649642817
518	0.1649421089
519	0.1648122067
520	0.164789032
521	0.164761321
522	0.1647235816
523	0.1645385137
524	0.1644542129
525	0.1644327742
526	0.1643637652
527	0.1641786593
528	0.1641498097
529	0.1641140219
530	0.1640877373
531	0.1640789977
532	0.1640705041
533	0.1640546923
534	0.1640438634
535	0.1639932712
536	0.1639662991
537	0.1638871148
538	0.1638614803
539	0.1638362558
540	0.1638283628
541	0.1638206785
542	0.1638155734
543	0.1637698691
544	0.1636989625
545	0.1636901614
546	0.1636333627
547	0.1636260326
548	0.1634361699
549	0.1633926067
550	0.163226638
551	0.1631215271
552	0.1631176894
553	0.1631128881
554	0.1631082003
555	0.1630772227
556	0.1630651913
557	0.1630605437
558	0.1630322178
559	0.1630276656
560	0.1629389355
561	0.162915137
562	0.162873736
563	0.1628692775
564	0.1628663056
565	0.1628619652
566	0.1628360695
567	0.1628172413
568	0.1628135089
569	0.1628093077
570	0.1627701227
571	0.1626890064
572	0.1626848277
573	0.1626367688
574	0.1625950732
575	0.1625646628
576	0.1625291883
577	0.1624436966
578	0.1624092255
579	0.162363029
580	0.162345583
581	0.1622617504
582	0.1622200493
583	0.1622032837
584	0.162196013
585	0.1621889316
586	0.1621112669
587	0.1620661286
588	0.1620538061
589	0.162013565
590	0.1619738935
591	0.1619636622
592	0.1618835552
593	0.1618680709
594	0.1618549651
595	0.161774065
596	0.1617645408
597	0.1617590027
598	0.1617307579
599	0.1617216591
600	0.1616448564
601	0.1615059443
602	0.1614357261
603	0.1614271406
604	0.1614184584
605	0.1614100002
606	0.161338613
607	0.1612966667
608	0.1612296504
609	0.1612266239
610	0.1612151072
611	0.1611771615
612	0.1611012364
613	0.1610931846
614	0.1610853509
615	0.1610776712
616	0.1610414212
617	0.1610098914
618	0.1610070701
619	0.1609850655
620	0.1609029337
621	0.1609006605
622	0.1608200404
623	0.16077728
624	0.1607406192
625	0.1606913079
626	0.160651086
627	0.160617705
628	0.160583875
629	0.1605370483
630	0.1604782701
631	0.1604598871
632	0.1604291424
633	0.1603899951
634	0.1603621707
635	0.1603359765
636	0.1602738916
637	0.1602223792
638	0.1602201119
639	0.1600334047
640	0.1599784029
641	0.159866821
642	0.1597788495
643	0.1597682747
644	0.159722453
645	0.1597123854
646	0.1596783041
647	0.1595821113
648	0.1595324718
649	0.1595168463
650	0.1594327648
651	0.1593879005
652	0.1593494106
653	0.1593071094
654	0.1592415537
655	0.1591817315
656	0.1591096272
657	0.1590698588
658	0.1590156666
659	0.1589663543
660	0.1589377114
661	0.1589305717
662	0.1589235966
663	0.1589034886
664	0.1588947802
665	0.1588612577
666	0.1588545612
667	0.1588461621
668	0.1588379948
669	0.1588300672
670	0.1588276259
671	0.1588251894
672	0.1587927254
673	0.1587159932
674	0.1586728657
675	0.1586708222
676	0.1586684896
677	0.1586641543
678	0.1586162092
679	0.1585683252
680	0.1585306407
681	0.1584903546
682	0.1584353257
683	0.1584333906
684	0.1584174722
685	0.158390355
686	0.1583887036
687	0.158353279
688	0.1582880048
689	0.1581884134
690	0.1580237363
691	0.1580038473
692	0.1579846583
693	0.1579416485
694	0.1578979054
695	0.1578793747
696	0.1578393872
697	0.1577302279
698	0.157659176
699	0.1576502828
700	0.1576149944
701	0.1576066359
702	0.1575972545
703	0.1574857191
704	0.1574593936
705	0.1574235331
706	0.1573564688
707	0.1573190137
708	0.1573105699
709	0.1573040183
710	0.1572555035
711	0.1572532939
712	0.1572511359
713	0.157178635
714	0.1571477612
715	0.157112292
716	0.1570668644
717	0.156999556
718	0.1569174663
719	0.1568773121
720	0.1568360303
721	0.1568273223
722	0.1567892162
723	0.1567807934
724	0.1567431982
725	0.156658883
726	0.1566508689
727	0.1565722509
728	0.1565706446
729	0.1565213636
730	0.1565135804
731	0.1564795686
732	0.1564782557
733	0.1564032254
734	0.1563851892
735	0.1563126126
736	0.1562515261
737	0.1562296261
738	0.1562174587
739	0.1561850768
740	0.1560782206
741	0.1560519681
742	0.1560510407
743	0.156051041
744	0.1560506003
745	0.1560250231
746	0.1559869106
747	0.1558940424
748	0.1558406357
749	0.155840628
750	0.1558402139
751	0.1558140943
752	0.1557683404
753	0.155661557
754	0.1556189794
755	0.1555941203
756	0.1555941048
757	0.1555614405
758	0.155561366
759	0.1555325109
760	0.1554362134
761	0.1554324466
762	0.1554024642
763	0.1553590448
764	0.155262474
765	0.1552614502
766	0.155257779
767	0.1552162278
768	0.1551877688
769	0.1551841677
770	0.1551224987
771	0.1550878909
772	0.1550843309
773	0.1550639505
774	0.1550369532
775	0.1549990745
776	0.1549658303
777	0.1548770651
778	0.1548416643
779	0.1548100409
780	0.1547844747
781	0.1547567631
782	0.1547307266
783	0.1546871038
784	0.154640045
785	0.1546227263
786	0.1545993523
787	0.1545817224
788	0.1545658387
789	0.1545549605
790	0.154523184
791	0.1544931141
792	0.1544619931
793	0.1544470227
794	0.1544366329
795	0.1544265579
796	0.1544168486
797	0.1544074301
798	0.1543982702
799	0.1543821769
800	0.1543710252
801	0.1543357659
802	0.1543269557
803	0.1543152984
804	0.154304793
805	0.1542690194
806	0.1542357436
807	0.1542078865
808	0.1542078685
809	0.1542078382
810	0.1541785331
811	0.1541644377
812	0.1541639482
813	0.1541636228
814	0.1541270941
815	0.1541269713
816	0.1541269428
817	0.1541269395
818	0.1541266445
819	0.1541254744
820	0.1541247027
821	0.1541236675
822	0.1541166651
823	0.1541163164
824	0.1541157633
825	0.1540880318
826	0.154086977
827	0.1540858572
828	0.1540853732
829	0.1540618189
830	0.1540371785
831	0.1540287397
832	0.1540287116
833	0.154027861
834	0.1540273128
835	0.1540269709
836	0.1540263195
837	0.1540041581
838	0.1540036679
839	0.1540033166
840	0.1540023372
841	0.1539739652
842	0.1539450257
843	0.153927169
844	0.153926133
845	0.1538919893
846	0.1538919373
847	0.1538666108
848	0.1538257746
849	0.153797678
850	0.1537976346
851	0.1537327652
852	0.1537293762
853	0.15372936
854	0.1537046456
855	0.1537046511
856	0.1537045797
857	0.1537045585
858	0.1536777499
859	0.1536777297
860	0.1536466542
861	0.1536464683
862	0.1534922703
863	0.1534513108
864	0.1534221691
865	0.1533821964
866	0.1533780055
867	0.1533262819
868	0.1533257135
869	0.1532959321
870	0.1532874936
871	0.1532870572
872	0.1532865882
873	0.1532855398
874	0.1532586822
875	0.1532395612
876	0.1532157347
877	0.1531270045
878	0.1530347592
879	0.1530096367
880	0.1528916955
881	0.1528689255
882	0.1528689245
883	0.1528689271
884	0.1528507938
885	0.1528233038
886	0.1528227954
887	0.1528227895
888	0.152822461
889	0.15281323
890	0.1528127139
891	0.1527742228
892	0.1527367403
893	0.1527095146
894	0.152672212
895	0.1526717775
896	0.152648665
897	0.1526446165
898	0.1526446139
899	0.1525850997
900	0.1525560003
901	0.1525560045
902	0.152527054
903	0.1524346294
904	0.1523639513
905	0.1523400485
906	0.1523206308
907	0.1523206293
908	0.1523035133
909	0.1523033246
910	0.152303157
911	0.1522709164
912	0.1522703134
913	0.1522419656
914	0.1522413871
915	0.1522408993
916	0.1522165296
917	0.1522161031
918	0.1521925694
919	0.1521527865
920	0.1521525423
921	0.1521520722
922	0.1521520722
923	0.1521337053
924	0.1521014755
925	0.1521014776
926	0.1521010527
927	0.1520600979
928	0.152060088
929	0.152060076
930	0.1520599227
931	0.1520596073
932	0.1520351554
933	0.1519977802
934	0.1519975412
935	0.1519974326
936	0.1519742653
937	0.1519742051
938	0.151974091
939	0.1519604354
940	0.151960399
941	0.1519602973
942	0.1519396102
943	0.1519395905
944	0.1519168491
945	0.1518943281
946	0.1518942998
947	0.1518938066
948	0.1518932671
949	0.1518931586
950	0.1518926758
951	0.1518922211
952	0.1518858066
953	0.151885515
954	0.1518556866
955	0.1518040083
956	0.151764243
957	0.151764023
958	0.1517330398
959	0.1516904754
960	0.1516680988
961	0.1516679879
962	0.151644384
963	0.1516041932
964	0.1515686238
965	0.1515431306
966	0.1515429117
967	0.1515049642
968	0.1514757343
969	0.1514476902
970	0.1514020986
971	0.1513692229
972	0.1513691783
973	0.1513264301
974	0.1513118693
975	0.1513117977
976	0.1512977495
977	0.15129775
978	0.1512765927
979	0.1512630459
980	0.1512389413
981	0.1511987585
982	0.1511926541
983	0.1511623153
984	0.1511422432
985	0.151129194
986	0.1511165743
987	0.151089391
988	0.151089379
989	0.1510771222
990	0.1510652257
991	0.1510537272
992	0.1510425256
993	0.151042389
994	0.1510218148
995	0.1509806009
996	0.1509458278
997	0.1509178998
998	0.1508977753
999	0.1508703625
1000	0.1508502434
1001	0.1508393905
1002	0.1508070042
1003	0.1507964797
1004	0.1507653573
1005	0.1507217549
1006	0.1507114111
1007	0.1506749144
1008	0.1506449865
1009	0.1506016842
1010	0.1505446253
1011	0.1505446188
1012	0.1505281605
1013	0.1505004012
1014	0.1505001225
1015	0.1504697388
1016	0.1504695026
1017	0.1504607026
1018	0.1504604198
1019	0.1504344705
1020	0.1504341486
1021	0.1504269606
1022	0.1504169028
1023	0.1504071107
1024	0.1503894664
1025	0.1503799346
1026	0.1503799182
1027	0.1503709199
1028	0.1503705278
1029	0.1503702844
1030	0.1503417282
1031	0.1503417345
1032	0.1503324419
1033	0.1503098917
1034	0.1503011951
1035	0.1502788519
1036	0.1502786224
1037	0.1502285335
1038	0.1502026073
1039	0.1501935538
1040	0.1501601242
1041	0.1501598233
1042	0.1501241919
1043	0.1500280081
1044	0.150005398
1045	0.1499693921
1046	0.1499597112
1047	0.1499596858
1048	0.1499257751
1049	0.1499180491
1050	0.1499105115
1051	0.1498915826
1052	0.1498606003
1053	0.1498089462
1054	0.1497890372
1055	0.1497700671
1056	0.1497453127
1057	0.149736591
1058	0.149710355
1059	0.1496533667
1060	0.14961084
1061	0.1495834863
1062	0.1495617838
1063	0.1495436703
1064	0.1495372294
1065	0.1495362215
1066	0.1495167491
1067	0.1495157506
1068	0.1494890646
1069	0.1494643823
1070	0.1494391818
1071	0.1493361593
1072	0.1493152695
1073	0.1492693885
1074	0.1492493464
1075	0.1492210259
1076	0.1491545538
1077	0.149129067
1078	0.1490364425
1079	0.1489651405
1080	0.1489283906
1081	0.1489055775
1082	0.1488888959
1083	0.1488642929
1084	0.148832202
1085	0.1487402615
1086	0.1486912963
1087	0.1486750756
1088	0.1486376968
1089	0.1485746894
1090	0.1485410457
1091	0.1485401611
1092	0.1485101743
1093	0.1485010493
1094	0.1484877746
1095	0.1484868967
1096	0.1484370289
1097	0.1484217035
1098	0.148334553
1099	0.1483078725
1100	0.1482482272
1101	0.1481805808
1102	0.1481662337
1103	0.1481133448
1104	0.1481126281
1105	0.1481044278
1106	0.1481034247
1107	0.1480879999
1108	0.1480816478
1109	0.1480740698
1110	0.1480704775
1111	0.1480704738
1112	0.1480493508
1113	0.14801409
1114	0.1480140985
1115	0.1480105789
1116	0.147997494
1117	0.1479974737
1118	0.1479974564
1119	0.1479306722
1120	0.1479306521
1121	0.1479045674
1122	0.1479041274
1123	0.147903211
1124	0.1478517178
1125	0.1478517059
1126	0.1478139018
1127	0.1477374694
1128	0.1477014058
1129	0.1476491724
1130	0.1476142307
1131	0.1475965184
1132	0.1475340188
1133	0.1474856017
1134	0.1474460179
1135	0.147386476
1136	0.1473533856
1137	0.1473241737
1138	0.147297011
1139	0.1472734908
1140	0.1472510559
1141	0.1472340935
1142	0.147212673
1143	0.1471389005
1144	0.1470743809
1145	0.1470149676
1146	0.1469488431
1147	0.146933511
1148	0.1469249007
1149	0.1468732912
1150	0.1467762931
1151	0.1467552093
1152	0.1466801273
1153	0.146627016
1154	0.1465954898
1155	0.1465557691
1156	0.1465247566
1157	0.1464688099
1158	0.1464248654
1159	0.1464239259
1160	0.1464066894
1161	0.1463305784
1162	0.1462814054
1163	0.1462655447
1164	0.146240588
1165	0.1462405605
1166	0.1462177614
1167	0.1461896982
1168	0.1461659275
1169	0.1461294729
1170	0.146076345
1171	0.1460539864
1172	0.1460422045
1173	0.1460412618
1174	0.1460403731
1175	0.146040362
1176	0.1460160469
1177	0.1460088238
1178	0.1459872896
1179	0.1459871157
1180	0.1459862518
1181	0.1459489373
1182	0.1458555116
1183	0.1458357025
1184	0.1458347601
1185	0.1458269768
1186	0.145797381
1187	0.1457520205
1188	0.145721471
1189	0.1457058713
1190	0.1456802464
1191	0.1456796841
1192	0.14565379
1193	0.1456361607
1194	0.1456152213
1195	0.1456143125
1196	0.1455990947
1197	0.1455923404
1198	0.1455917309
1199	0.1455746961
1200	0.1455740626
1201	0.1455578237
1202	0.1455572416
1203	0.1455430374
1204	0.1455422474
1205	0.1455414655
1206	0.1455012932
1207	0.1454810224
1208	0.1454645889
1209	0.1454491311
1210	0.1454221449
1211	0.1454214623
1212	0.1454013796
1213	0.14539606
1214	0.1453821898
1215	0.1453707757
1216	0.1453300483
1217	0.1453271235
1218	0.1453264518
1219	0.1453257169
1220	0.14531819
1221	0.1453044717
1222	0.145287325
1223	0.1452592674
1224	0.1452588186
1225	0.1452441077
1226	0.1452253637
1227	0.1452253305
1228	0.1452253257
1229	0.145225321
1230	0.1452112553
1231	0.145191061
1232	0.1451782406
1233	0.1451559415
1234	0.1451558157
1235	0.1451549409
1236	0.1451415035
1237	0.1451303249
1238	0.1451303074
1239	0.1451131532
1240	0.1451131532
1241	0.1451003055
1242	0.1450499449
1243	0.1450369012
1244	0.144982475
1245	0.1449640495
1246	0.1449639392
1247	0.1449545108
1248	0.1449423747
1249	0.1449224799
1250	0.14491965
1251	0.1448387574
1252	0.1447847436
1253	0.1447456849
1254	0.1447451463
1255	0.144720351
1256	0.1446968163
1257	0.1446552375
1258	0.1446524813
1259	0.1446131994
1260	0.1445880647
1261	0.1445559053
1262	0.1445337316
1263	0.1445273825
1264	0.1445157259
1265	0.1445071012
1266	0.1444964013
1267	0.1444852043
1268	0.144408604
1269	0.1443555669
1270	0.144344837
1271	0.1443210381
1272	0.1443202983
1273	0.1442961842
1274	0.1442758981
1275	0.1442165916
1276	0.1441409035
1277	0.1441403143
1278	0.1441012599
1279	0.1440985715
1280	0.1440668207
1281	0.1440368835
1282	0.1439817102
1283	0.1439758108
1284	0.1439244686
1285	0.1438995732
1286	0.1438643058
1287	0.1438472251
1288	0.1438000637
1289	0.143780523
1290	0.1437320569
1291	0.1436967585
1292	0.1436684594
1293	0.1436474112
1294	0.1435854978
1295	0.143565516
1296	0.143519058
1297	0.143493595
1298	0.1434646677
1299	0.143448251
1300	0.143424187
1301	0.1434072852
1302	0.1433505913
1303	0.1432922925
1304	0.1432606617
1305	0.1432603737
1306	0.1432535267
1307	0.143230453
1308	0.1432304152
1309	0.1432304141
1310	0.1432017494
1311	0.1431946057
1312	0.1431887383
1313	0.1431665768
1314	0.1431660375
1315	0.1431299278
1316	0.1431084984
1317	0.1431084493
1318	0.1430464405
1319	0.1430171997
1320	0.1430170666
1321	0.1430010176
1322	0.1429940338
1323	0.142994029
1324	0.1429937996
1325	0.1429717106
1326	0.1429427191
1327	0.1429031404
1328	0.1428963585
1329	0.1428962919
1330	0.1428781254
1331	0.1428727339
1332	0.1428727218
1333	0.1428440547
1334	0.1428302682
1335	0.1428171277
1336	0.1427933907
1337	0.1427817036
1338	0.142764353
1339	0.1427428463
1340	0.1426638264
1341	0.1426164382
1342	0.1425944547
1343	0.1425757708
1344	0.1425744471
1345	0.1425609143
1346	0.1425033935
1347	0.1424922544
1348	0.1424678159
1349	0.1424458434
1350	0.1424319557
1351	0.1424061719
1352	0.1423908343
1353	0.1423779754
1354	0.1423439125
1355	0.1423439215
1356	0.1423223417
1357	0.1423195738
1358	0.1423067752
1359	0.1422908074
1360	0.1422697816
1361	0.1422401741
1362	0.1422281016
1363	0.1422084342
1364	0.1421991974
1365	0.1421524394
1366	0.1421082181
1367	0.1420700439
1368	0.1420413445
1369	0.1420196131
1370	0.1419879268
1371	0.1419733385
1372	0.1419464466
1373	0.1419293201
1374	0.1418835847
1375	0.1418280223
1376	0.1417600453
1377	0.1417306894
1378	0.1416688856
1379	0.1416248927
1380	0.1416041615
1381	0.1415796374
1382	0.1414633444
1383	0.1414334151
1384	0.1413968377
1385	0.1413447386
1386	0.1413143997
1387	0.1412910275
1388	0.1412674951
1389	0.1412245173
1390	0.1411946265
1391	0.1411731817
1392	0.1411301662
1393	0.1410960424
1394	0.1410652427
1395	0.1410411126
1396	0.1410325858
1397	0.1410064112
1398	0.140990741
1399	0.1409515994
1400	0.1409115242
1401	0.1408850165
1402	0.1408732814
1403	0.1408451713
1404	0.1408258472
1405	0.1408060609
1406	0.1407883834
1407	0.1407739479
1408	0.1407604867
1409	0.1407496968
1410	0.1407425778
1411	0.1406651495
1412	0.1406451878
1413	0.140608808
1414	0.1406088055
1415	0.1405819418
1416	0.1405483797
1417	0.1405457253
1418	0.1405413591
1419	0.140534443
1420	0.1405030803
1421	0.1404888088
1422	0.1404496881
1423	0.1404192042
1424	0.1403825553
1425	0.1403554882
1426	0.1403098905
1427	0.1403098641
1428	0.1403095254
1429	0.1402993057
1430	0.1402992941
1431	0.1402874973
1432	0.1402740453
1433	0.1402740364
1434	0.1402311619
1435	0.1401952866
1436	0.1401204041
1437	0.1401068082
1438	0.1400812697
1439	0.1400646728
1440	0.1400409132
1441	0.1400036751
1442	0.1400028211
1443	0.1399880665
1444	0.139969545
1445	0.1399695402
1446	0.1399653883
1447	0.1399228597
1448	0.1399170307
1449	0.1398935772
1450	0.1398935531
1451	0.1398655306
1452	0.1398655327
1453	0.1398629769
1454	0.1398563068
1455	0.1398537501
1456	0.1398394528
1457	0.1398387848
1458	0.1398302695
1459	0.1398301827
1460	0.1398196737
1461	0.1398088538
1462	0.1397604996
1463	0.139721389
1464	0.1397189137
1465	0.1397188643
1466	0.139711733
1467	0.1396860916
1468	0.1396692643
1469	0.1396668052
1470	0.1396667979
1471	0.1396643847
1472	0.1396643711
1473	0.1396543411
1474	0.1396543443
1475	0.1396540008
1476	0.1396476701
1477	0.1396094472
1478	0.1395808271
1479	0.1395807809
1480	0.139562338
1481	0.1395623278
1482	0.1395623405
1483	0.1395623316
1484	0.1395623137
1485	0.1395623073
1486	0.1395458961
1487	0.1395458561
1488	0.1395285452
1489	0.1394911224
1490	0.13949111
1491	0.1394791305
1492	0.1394533982
1493	0.1394176598
1494	0.1394176343
1495	0.1394073688
1496	0.1393904811
1497	0.1393904414
1498	0.139390429
1499	0.1393786448
1500	0.1393657683
1501	0.1393323672
1502	0.1392986949
1503	0.1392873188
1504	0.1392872827
1505	0.1392619075
1506	0.1392608263
1507	0.1392522681
1508	0.1392522548
1509	0.139249891
1510	0.1392498839
1511	0.1392498522
1512	0.1392438247
1513	0.139239091
1514	0.1392390734
