iter	RMSE
182	0.1649923719
183	0.1647672813
184	0.1644904875
185	0.1641997635
186	0.1639931131
187	0.1636933632
188	0.1634916809
189	0.1631345892
190	0.162790586
191	0.1626329947
192	0.1623740286
193	0.1621420744
194	0.1618964042
195	0.1615517019
196	0.1613019219
197	0.1610655575
198	0.1608562428
199	0.1606720999
200	0.1603733891
201	0.1601164172
202	0.1597636747
203	0.1594531634
204	0.1592026265
205	0.1589889771
206	0.1586673593
207	0.1584663155
208	0.1583088824
209	0.1581181738
210	0.1579219367
211	0.1576094494
212	0.1574307303
213	0.157088169
214	0.1567995874
215	0.156595089
216	0.1563034523
217	0.1560867057
218	0.1558622687
219	0.1555405127
220	0.1553148286
221	0.1550783158
222	0.1548180214
223	0.1546587197
224	0.1544768668
225	0.1543098615
226	0.1541466927
227	0.1539420233
228	0.1536969482
229	0.153518496
230	0.1533785394
231	0.1532132301
232	0.1530041862
233	0.1528624908
234	0.1525861508
235	0.1523790621
236	0.1522146821
237	0.1519494854
238	0.1517568489
239	0.151486902
240	0.1513595602
241	0.1512092813
242	0.1510121067
243	0.1508211247
244	0.1505358598
245	0.1503430157
246	0.1501332542
247	0.1499710589
248	0.1497283024
249	0.1495602323
250	0.1493624968
251	0.1491237737
252	0.1488727378
253	0.1486118807
254	0.1484167317
255	0.1481770155
256	0.1480161548
257	0.1478281922
258	0.1476736552
259	0.1475251376
260	0.1473516072
261	0.1471759759
262	0.1470014431
263	0.1468570736
264	0.1466519426
265	0.1464467319
266	0.1462446467
267	0.1460715029
268	0.1459074179
269	0.1457546607
270	0.145624466
271	0.1453981241
272	0.1452061304
273	0.145003784
274	0.1448210431
275	0.1446592449
276	0.1445043713
277	0.1443880729
278	0.1442123979
279	0.1440087796
280	0.1438869955
281	0.1437624346
282	0.1435704369
283	0.1434254879
284	0.1432853657
285	0.1430899463
286	0.1429039748
287	0.1427201134
288	0.142574465
289	0.1423743063
290	0.1422199016
291	0.1420769412
292	0.1419291487
293	0.1417815942
294	0.1416551829
295	0.1414996401
296	0.141342324
297	0.1411816767
298	0.1410655192
299	0.1408933935
300	0.1407616786
301	0.1405176715
302	0.1403605492
303	0.1401866597
304	0.1399913981
305	0.1398308159
306	0.1396806096
307	0.1395505913
308	0.1394189095
309	0.1392414717
310	0.1390653683
311	0.1389419571
312	0.1388080243
313	0.1386769069
314	0.1385314986
315	0.1383744168
316	0.1383060779
317	0.1381979644
318	0.1379506048
319	0.1377749415
320	0.1376029973
321	0.1374396466
322	0.1372972716
323	0.1371007327
324	0.1370129324
325	0.1368140374
326	0.1366253408
327	0.13648207
328	0.1363307957
329	0.1361654068
330	0.1360481609
331	0.1359291313
332	0.1358091012
333	0.1356440998
334	0.1355126188
335	0.1354007998
336	0.1352485335
337	0.1351005341
338	0.1350109441
339	0.1348661449
340	0.1347603437
341	0.1346257819
342	0.1345204177
343	0.1343224924
344	0.1342253736
345	0.1340543196
346	0.1339310997
347	0.1337715131
348	0.1336841602
349	0.1335668147
350	0.1334043738
351	0.1332690341
352	0.1331224545
353	0.1330288557
354	0.1328770561
355	0.13279661
356	0.1326995114
357	0.1325965028
358	0.1324583897
359	0.1323059415
360	0.1321666975
361	0.1320148973
362	0.1318937786
363	0.1317248481
364	0.1316348416
365	0.1315145732
366	0.1313663514
367	0.131261032
368	0.1311898648
369	0.1310935238
370	0.1309415072
371	0.1308206561
372	0.1307093969
373	0.1305882887
374	0.1304527806
375	0.1303120806
376	0.130232693
377	0.1300997332
378	0.1299635454
379	0.1298403059
380	0.1297371257
381	0.1296501721
382	0.1295332252
383	0.1294463855
384	0.1293659562
385	0.1292639522
386	0.1291588497
387	0.1290664088
388	0.1289088222
389	0.1287680501
390	0.1286493372
391	0.1285207457
392	0.1284319882
393	0.1283020358
394	0.1282028651
395	0.128107218
396	0.1280045588
397	0.1279057172
398	0.1278233722
399	0.1277379014
400	0.1276619164
401	0.1275898706
402	0.127516874
403	0.1274243845
404	0.1273656825
405	0.127259663
406	0.1271305192
407	0.1270157236
408	0.1269228603
409	0.126789518
410	0.12662232
411	0.1265459311
412	0.126451949
413	0.1263516217
414	0.1262464613
415	0.1261620389
416	0.1260770957
417	0.1259172284
418	0.1258203464
419	0.1257191351
420	0.1256224531
421	0.1255236425
422	0.1254410735
423	0.1253493058
424	0.1252214322
425	0.1251376961
426	0.1250635337
427	0.1249585133
428	0.1248619679
429	0.1247653523
430	0.1246898276
431	0.1245903795
432	0.1244858512
433	0.1243927814
434	0.1242948052
435	0.1242467329
436	0.1241324262
437	0.1240170665
438	0.1238994925
439	0.1238130265
440	0.1237280777
441	0.1236076212
442	0.1235101764
443	0.1234150719
444	0.1232919077
445	0.1231802101
446	0.1230725893
447	0.1229923335
448	0.1229189631
449	0.1228193639
450	0.1227287023
451	0.1226330543
452	0.1225140275
453	0.1224347715
454	0.1223379709
455	0.1222576751
456	0.1221327913
457	0.1220579482
458	0.1219713133
459	0.1218673215
460	0.1217319979
461	0.1216765858
462	0.1215838025
463	0.1214779772
464	0.1213459749
465	0.1212664995
466	0.1211821043
467	0.1211173796
468	0.1210325455
469	0.1209634524
470	0.1208877978
471	0.1208047056
472	0.1207305007
473	0.1206175717
474	0.1205483422
475	0.1205037725
476	0.1204525083
477	0.1203725691
478	0.1202676047
479	0.1201872104
480	0.1201075563
481	0.119999611
482	0.1199203284
483	0.1198506734
484	0.1197554532
485	0.1196661926
486	0.1195956134
487	0.1195124736
488	0.1194042004
489	0.1193218344
490	0.1192231999
491	0.1191352731
492	0.1190576152
493	0.1189559522
494	0.1188680931
495	0.1187989366
496	0.1187286241
497	0.1186258184
498	0.118558568
499	0.1184516487
500	0.1183536445
501	0.1182795677
502	0.1182245547
503	0.1181502644
504	0.1180548015
505	0.1179073477
506	0.1178267647
507	0.1177387388
508	0.1176262309
509	0.11758137
510	0.1175136931
511	0.1174513077
512	0.1173794592
513	0.1172491854
514	0.1171506439
515	0.1170507195
516	0.1169761238
517	0.1169006709
518	0.1168333336
519	0.116745603
520	0.1166571348
521	0.1165871696
522	0.1165375314
523	0.1164486055
524	0.1163686903
525	0.1163069306
526	0.1162205679
527	0.1161447682
528	0.1160578942
529	0.1159914768
530	0.1158933253
531	0.1158184553
532	0.1157356526
533	0.115659606
534	0.1155833572
535	0.1155013497
536	0.1154033675
537	0.1153446556
538	0.1152604875
539	0.1151868906
540	0.1150996106
541	0.1150246027
542	0.1149739883
543	0.1149025698
544	0.1148361185
545	0.1147519699
546	0.1146764052
547	0.1145958773
548	0.114542445
549	0.1144647407
550	0.1143987424
551	0.114310073
552	0.1142028146
553	0.1141281325
554	0.114065395
555	0.1139736069
556	0.1139146916
557	0.1138394676
558	0.1137930996
559	0.1137020866
560	0.113627285
561	0.1135512727
562	0.1134806345
563	0.1134146343
564	0.1133301908
565	0.1132549966
566	0.1132009084
567	0.1131557356
568	0.1130541066
569	0.1129821155
570	0.1129096543
571	0.1128125682
572	0.1127664146
573	0.1127178166
574	0.1126505694
575	0.1125780124
576	0.1125120131
577	0.1124494136
578	0.1123783619
579	0.1123139742
580	0.112215231
581	0.1121348537
582	0.1120236129
583	0.111939568
584	0.1118967926
585	0.111839155
586	0.1117688193
587	0.1117161029
588	0.1116650074
589	0.1116142849
590	0.1115554401
591	0.1114743341
592	0.1113997833
593	0.1113208658
594	0.1112386157
595	0.1111510619
596	0.1110749639
597	0.1110172058
598	0.1109595792
599	0.1109026579
600	0.1108407605
601	0.1107893044
602	0.1107219902
603	0.1106729497
604	0.1105845638
605	0.110493463
606	0.1104431631
607	0.1103944647
608	0.1103011606
609	0.1102055718
610	0.1101431822
611	0.1100964339
612	0.1100451885
613	0.1099884002
614	0.1099329795
615	0.1098581661
616	0.1097890096
617	0.1097005394
618	0.10962857
619	0.1095785613
620	0.1095203269
621	0.1094729162
622	0.1094103326
623	0.1093538616
624	0.1093030167
625	0.1092539097
626	0.1091888617
627	0.1091552574
628	0.1091032172
629	0.1090372093
630	0.1089912404
631	0.1089491846
632	0.1088785674
633	0.1088068281
634	0.1087343923
635	0.1086573506
636	0.1086081832
637	0.1085062075
638	0.1084498417
639	0.1083651894
640	0.1083075155
641	0.1082514149
642	0.1081831578
643	0.1081208624
644	0.1080619904
645	0.1080215847
646	0.107935502
647	0.1078752098
648	0.1078057035
649	0.1077641614
650	0.1077069686
651	0.1076369756
652	0.1075665138
653	0.10752296
654	0.1074667945
655	0.1074245879
656	0.1073639689
657	0.1072848125
658	0.1072203883
659	0.1071659894
660	0.1071398261
661	0.1070671454
662	0.1070124637
663	0.1069521829
664	0.1069075378
665	0.1068165552
666	0.1067413694
667	0.1066817654
668	0.1066160953
669	0.1065844721
670	0.1065067887
671	0.1064478581
672	0.1063598267
673	0.1062903637
674	0.1062199647
675	0.1061619922
676	0.106109687
677	0.106035967
678	0.1059905276
679	0.1059116542
680	0.1058672123
681	0.1057918232
682	0.1057275053
683	0.1056676759
684	0.105621162
685	0.105577251
686	0.1055096483
687	0.1054395394
688	0.1053820489
689	0.1053399644
690	0.105296934
691	0.1052544756
692	0.1051879103
693	0.105122357
694	0.1050751172
695	0.1050039881
696	0.1049588956
697	0.1049097661
698	0.1048531166
699	0.1047777255
700	0.1047267461
701	0.10468198
702	0.1046254632
703	0.1045670764
704	0.1045161812
705	0.1044512956
706	0.104371417
707	0.1043191015
708	0.1042488245
709	0.1042088043
710	0.1041428685
711	0.1040856622
712	0.1040383952
713	0.1039919557
714	0.1039272848
715	0.1038871828
716	0.1038487089
717	0.1038083503
718	0.1037646201
719	0.1037025379
720	0.1036301223
721	0.1035789975
722	0.1035387828
723	0.103468514
724	0.1034204468
725	0.1033845665
726	0.1033338331
727	0.1032795642
728	0.1032117139
729	0.1031638275
730	0.1030791742
731	0.1030459288
732	0.1029836201
733	0.1029290268
734	0.1028759531
735	0.1028358413
736	0.1027726185
737	0.1027161553
738	0.1026582032
739	0.1025888311
740	0.1025447301
741	0.1024968753
742	0.1024480135
743	0.1023995506
744	0.1023429241
745	0.1022755885
746	0.1022143098
747	0.1021737681
748	0.1021166742
749	0.1020887188
750	0.1020365976
751	0.1019652781
752	0.101915584
753	0.1018437979
754	0.1018089424
755	0.1017597017
756	0.1017204546
757	0.1016759685
758	0.1016123579
759	0.1015609726
760	0.1015098553
761	0.1014734049
762	0.1014102299
763	0.1013584753
764	0.1012991336
765	0.1012436514
766	0.1011893651
767	0.101144387
768	0.1010774392
769	0.1010025256
770	0.1009401124
771	0.1008917207
772	0.1008487401
773	0.1008006823
774	0.1007141956
775	0.1006731099
776	0.1006236382
777	0.1005946529
778	0.1005497377
779	0.1005045697
780	0.1004297383
781	0.1003743336
782	0.1003164658
783	0.100256622
784	0.1001901521
785	0.1001327838
786	0.1000834659
787	0.1000211946
788	0.09997767928
789	0.09992884184
790	0.09987527584
791	0.09982500865
792	0.09977990098
793	0.09972688458
794	0.09966968222
795	0.09958825644
796	0.09952685044
797	0.09950385264
798	0.09945214195
799	0.09938936093
800	0.09931681104
801	0.09928052497
802	0.09922692399
803	0.09918341123
804	0.09913532137
805	0.09908510285
806	0.09903420036
807	0.09899886105
808	0.09895740056
809	0.0989039812
810	0.09887392015
811	0.09881210163
812	0.09875910067
813	0.09870941744
814	0.09865897142
815	0.0986307491
816	0.0985986389
817	0.0985349993
818	0.09850158757
819	0.09845882911
820	0.09842292228
821	0.09838728144
822	0.0983305637
823	0.09829276993
824	0.09824907124
825	0.09819347733
826	0.09814491485
827	0.09810566729
828	0.09805897639
829	0.09802385002
830	0.09798516231
831	0.09792834012
832	0.09788721708
833	0.09784608754
834	0.09779982756
835	0.09773546835
836	0.09769962144
837	0.09765996987
838	0.09760752246
839	0.09755635376
840	0.09751885855
841	0.09746953884
842	0.09742123889
843	0.09736884263
844	0.09732217132
845	0.09728416387
846	0.09724672143
847	0.09721276885
848	0.0971780872
849	0.09714649291
850	0.09709827432
851	0.09705269343
852	0.09701854746
853	0.09696194354
854	0.09691595096
855	0.09687092341
856	0.09683129841
857	0.09679233502
858	0.09673436229
859	0.09668367213
860	0.09664281529
861	0.0965642958
862	0.0965204368
863	0.09648612439
864	0.09642652777
865	0.09638616199
866	0.09634556932
867	0.09631215231
868	0.09626077597
869	0.09621792156
870	0.09616742924
871	0.09612643543
872	0.09609158945
873	0.09603179933
874	0.0960034479
875	0.09597885297
876	0.09594384699
877	0.09589772301
878	0.0958524033
879	0.09582606165
880	0.09578068628
881	0.09574852835
882	0.09569694192
883	0.095646145
884	0.09562030445
885	0.09556886415
886	0.09552786496
887	0.09549240419
888	0.09546309166
889	0.09542568802
890	0.09538710825
891	0.09534264667
892	0.09529396465
893	0.09524247104
894	0.09518636136
895	0.0951592227
896	0.09512306883
897	0.09508265196
898	0.09503948211
899	0.09500538307
900	0.09496484101
901	0.09491786465
902	0.09487866967
903	0.0948425752
904	0.09480112877
905	0.09475361866
906	0.09472211709
907	0.09468255488
908	0.0946199764
909	0.09458730844
910	0.09454776794
911	0.09448345851
912	0.09443336781
913	0.09438635843
914	0.09436187615
915	0.09430341424
916	0.09424620955
917	0.09418001451
918	0.09414092092
919	0.09408971536
920	0.09406626998
921	0.09403047947
922	0.09397642636
923	0.09393024674
924	0.09388902657
925	0.09385313636
926	0.09381631525
927	0.09376836406
928	0.09372252447
929	0.09368382476
930	0.09364541759
931	0.09359962978
932	0.09356950291
933	0.09353214095
934	0.09349401282
935	0.09345421095
936	0.0934199588
937	0.0933707957
938	0.09333431432
939	0.09328236647
940	0.09325420698
941	0.09321189198
942	0.09317491632
943	0.09313330298
944	0.09309217236
945	0.09306702269
946	0.09304165589
947	0.09300654244
948	0.09297938505
949	0.09294017199
950	0.09291571297
951	0.09289753431
952	0.09286358784
953	0.09278177207
954	0.09273195666
955	0.09268942763
956	0.09265812706
957	0.092606203
958	0.09257167658
959	0.09253432111
960	0.09249407131
961	0.09245732605
962	0.09241178792
963	0.09237152838
964	0.09231649617
965	0.09228087721
966	0.09224332895
967	0.09218718463
968	0.0921553986
969	0.09212656641
970	0.09207613237
971	0.09203501594
972	0.09199716335
973	0.09193936664
974	0.09189094509
975	0.0918635864
976	0.09182191437
977	0.09179412997
978	0.09176337202
979	0.09171256572
980	0.09168798762
981	0.09162648384
982	0.09157972095
983	0.09155047592
984	0.09151818894
985	0.09148142628
986	0.09145526347
987	0.09142015484
988	0.09135972065
989	0.09133171324
990	0.09129136069
991	0.09126685872
992	0.09123900975
993	0.09120483887
994	0.09116961541
995	0.0911272722
996	0.09109206393
997	0.09103504033
998	0.09099509603
999	0.09096210152
